event_id,canonical_row_6104,original_index,i0_A_per_cm2,ih_A_per_cm2,R_ohm_reported_ohm_cm2,R_model_state_for_iv_model,unit_note
LZW-E001998,1998,1998,1.89684e-07,0.00269,0.04383,0.00010795566502463054,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001999,1999,1999,1.89681e-07,0.00269,0.04385,0.00010800492610837439,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002000,2000,2000,1.8968e-07,0.00269,0.04385,0.00010800492610837439,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002001,2001,2001,1.89679e-07,0.00269,0.04385,0.00010800492610837439,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002002,2002,2002,1.89677e-07,0.00269,0.04386,0.00010802955665024632,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002003,2003,2003,1.89676e-07,0.00269,0.04387,0.00010805418719211823,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002004,2004,2004,1.89672e-07,0.00269,0.04387,0.00010805418719211823,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002005,2005,2005,1.89669e-07,0.0027,0.04387,0.00010805418719211823,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002006,2006,2006,1.89667e-07,0.0027,0.04387,0.00010805418719211823,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002007,2007,2007,1.89656e-07,0.0027,0.04392,0.00010817733990147783,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002008,2008,2008,1.89652e-07,0.0027,0.04394,0.00010822660098522167,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002009,2009,2009,1.89652e-07,0.0027,0.04394,0.00010822660098522167,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002010,2010,2010,1.89651e-07,0.0027,0.04395,0.0001082512315270936,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002011,2011,2011,1.89651e-07,0.0027,0.04394,0.00010822660098522167,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002012,2012,2012,1.89651e-07,0.0027,0.04394,0.00010822660098522167,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002013,2013,2013,1.89649e-07,0.0027,0.04395,0.0001082512315270936,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002014,2014,2014,1.89648e-07,0.0027,0.04395,0.0001082512315270936,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002015,2015,2015,1.89646e-07,0.0027,0.04396,0.00010827586206896552,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002016,2016,2016,1.8964e-07,0.0027,0.04397,0.00010830049261083745,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002017,2017,2017,1.89637e-07,0.00271,0.04397,0.00010830049261083745,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002018,2018,2018,1.89638e-07,0.00271,0.04397,0.00010830049261083745,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002019,2019,2019,1.89634e-07,0.00271,0.04399,0.00010834975369458129,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002020,2020,2020,1.89634e-07,0.00271,0.04399,0.00010834975369458129,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002021,2021,2021,1.89634e-07,0.00271,0.04399,0.00010834975369458129,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002022,2022,2022,1.89635e-07,0.00271,0.04399,0.00010834975369458129,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002023,2023,2023,1.89634e-07,0.00271,0.04399,0.00010834975369458129,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002024,2024,2024,1.89631e-07,0.00271,0.044,0.00010837438423645319,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002025,2025,2025,1.8963e-07,0.00271,0.044,0.00010837438423645319,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002026,2026,2026,1.89629e-07,0.00271,0.04401,0.00010839901477832512,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002027,2027,2027,1.89627e-07,0.00271,0.04402,0.00010842364532019703,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002028,2028,2028,1.89626e-07,0.00271,0.04403,0.00010844827586206896,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002029,2029,2029,1.89625e-07,0.00271,0.04403,0.00010844827586206896,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002030,2030,2030,1.89619e-07,0.00271,0.04404,0.00010847290640394089,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002031,2031,2031,1.89614e-07,0.00272,0.04404,0.00010847290640394089,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002032,2032,2032,1.89612e-07,0.00272,0.04404,0.00010847290640394089,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002033,2033,2033,1.89608e-07,0.00272,0.04406,0.00010852216748768473,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002034,2034,2034,1.89609e-07,0.00272,0.04405,0.0001084975369458128,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002035,2035,2035,1.89608e-07,0.00272,0.04406,0.00010852216748768473,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002036,2036,2036,1.89608e-07,0.00272,0.04406,0.00010852216748768473,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002037,2037,2037,1.89608e-07,0.00272,0.04406,0.00010852216748768473,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002038,2038,2038,1.89607e-07,0.00272,0.04406,0.00010852216748768473,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002039,2039,2039,1.89607e-07,0.00272,0.04406,0.00010852216748768473,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002040,2040,2040,1.89605e-07,0.00272,0.04407,0.00010854679802955665,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002041,2041,2041,1.896e-07,0.00272,0.04407,0.00010854679802955665,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002042,2042,2042,1.896e-07,0.00272,0.04407,0.00010854679802955665,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002043,2043,2043,1.896e-07,0.00272,0.04407,0.00010854679802955665,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002044,2044,2044,1.89596e-07,0.00272,0.0441,0.00010862068965517242,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002045,2045,2045,1.8959700000000005e-07,0.00272,0.04409,0.00010859605911330049,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002046,2046,2046,1.89595e-07,0.00272,0.0441,0.00010862068965517242,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002047,2047,2047,1.89595e-07,0.00272,0.0441,0.00010862068965517242,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002048,2048,2048,1.8959e-07,0.00272,0.0441,0.00010862068965517242,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002049,2049,2049,1.8959e-07,0.00272,0.0441,0.00010862068965517242,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002050,2050,2050,1.89591e-07,0.00272,0.0441,0.00010862068965517242,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002051,2051,2051,1.89588e-07,0.00272,0.04413,0.00010869458128078818,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002052,2052,2052,1.89588e-07,0.00272,0.04412,0.00010866995073891625,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002053,2053,2053,1.89587e-07,0.00272,0.04413,0.00010869458128078818,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002054,2054,2054,1.89587e-07,0.00272,0.04412,0.00010866995073891625,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002055,2055,2055,1.8958600000000001e-07,0.00272,0.04413,0.00010869458128078818,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002056,2056,2056,1.89585e-07,0.00272,0.04413,0.00010869458128078818,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002057,2057,2057,1.89584e-07,0.00272,0.04414,0.0001087192118226601,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002058,2058,2058,1.8958e-07,0.00272,0.04414,0.0001087192118226601,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002059,2059,2059,1.89576e-07,0.00273,0.04414,0.0001087192118226601,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002060,2060,2060,1.89574e-07,0.00274,0.04414,0.0001087192118226601,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002061,2061,2061,1.89562e-07,0.00274,0.04419,0.00010884236453201971,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002062,2062,2062,1.89558e-07,0.00274,0.04422,0.00010891625615763548,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002063,2063,2063,1.89558e-07,0.00274,0.04421,0.00010889162561576355,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002064,2064,2064,1.89557e-07,0.00274,0.04421,0.00010889162561576355,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002065,2065,2065,1.89558e-07,0.00274,0.04421,0.00010889162561576355,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002066,2066,2066,1.89558e-07,0.00274,0.04421,0.00010889162561576355,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002067,2067,2067,1.89556e-07,0.00274,0.04421,0.00010889162561576355,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002068,2068,2068,1.89551e-07,0.00274,0.04422,0.00010891625615763548,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002069,2069,2069,1.8954900000000005e-07,0.00274,0.04422,0.00010891625615763548,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002070,2070,2070,1.8955e-07,0.00274,0.04422,0.00010891625615763548,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002071,2071,2071,1.89546e-07,0.00274,0.04424,0.00010896551724137931,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002072,2072,2072,1.89547e-07,0.00274,0.04423,0.00010894088669950738,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002073,2073,2073,1.89545e-07,0.00274,0.04424,0.00010896551724137931,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002074,2074,2074,1.89544e-07,0.00274,0.04424,0.00010896551724137931,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002075,2075,2075,1.8954e-07,0.00274,0.04425,0.00010899014778325122,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002076,2076,2076,1.8954e-07,0.00274,0.04425,0.00010899014778325122,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002077,2077,2077,1.89542e-07,0.00274,0.04425,0.00010899014778325122,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002078,2078,2078,1.89538e-07,0.00274,0.04427,0.00010903940886699507,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002079,2079,2079,1.89537e-07,0.00274,0.04428,0.000109064039408867,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002080,2080,2080,1.89537e-07,0.00274,0.04428,0.000109064039408867,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002081,2081,2081,1.89538e-07,0.00274,0.04427,0.00010903940886699507,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002082,2082,2082,1.89537e-07,0.00274,0.04427,0.00010903940886699507,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002083,2083,2083,1.89537e-07,0.00274,0.04427,0.00010903940886699507,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002084,2084,2084,1.89537e-07,0.00274,0.04427,0.00010903940886699507,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002085,2085,2085,1.89532e-07,0.00274,0.04428,0.000109064039408867,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002086,2086,2086,1.89528e-07,0.00275,0.04428,0.000109064039408867,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002087,2087,2087,1.8952600000000005e-07,0.00275,0.04428,0.000109064039408867,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002088,2088,2088,1.89522e-07,0.00275,0.0443,0.00010911330049261084,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002089,2089,2089,1.89522e-07,0.00275,0.0443,0.00010911330049261084,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002090,2090,2090,1.89521e-07,0.00275,0.0443,0.00010911330049261084,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002091,2091,2091,1.89522e-07,0.00275,0.0443,0.00010911330049261084,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002092,2092,2092,1.89522e-07,0.00275,0.0443,0.00010911330049261084,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002093,2093,2093,1.8952e-07,0.00275,0.0443,0.00010911330049261084,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002094,2094,2094,1.89519e-07,0.00275,0.04431,0.00010913793103448277,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002095,2095,2095,1.89519e-07,0.00275,0.04431,0.00010913793103448277,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002096,2096,2096,1.89517e-07,0.00275,0.04431,0.00010913793103448277,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002097,2097,2097,1.89513e-07,0.00275,0.04432,0.00010916256157635467,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002098,2098,2098,1.89511e-07,0.00276,0.04432,0.00010916256157635467,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002099,2099,2099,1.89512e-07,0.00276,0.04432,0.00010916256157635467,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002100,2100,2100,1.89508e-07,0.00276,0.04433,0.00010918719211822661,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002101,2101,2101,1.89504e-07,0.00276,0.04436,0.00010926108374384236,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002102,2102,2102,1.8950500000000005e-07,0.00276,0.04436,0.00010926108374384236,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002103,2103,2103,1.89506e-07,0.00276,0.04435,0.00010923645320197044,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002104,2104,2104,1.89506e-07,0.00276,0.04434,0.00010921182266009851,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002105,2105,2105,1.89506e-07,0.00276,0.04434,0.00010921182266009851,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E002106,2106,2106,1.89507e-07,0.00276,0.04434,0.00010921182266009851,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
